gene,ensembl,name,pc1_loading,pc2_loading,category
RGS6,ENSG00000182732,regulator of G-protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002],-0.005526461728343609,0.0011146345229980483,neither
FAM234B,ENSG00000084444,family with sequence similarity 234 member B [Source:HGNC Symbol;Acc:HGNC:29288],-0.01588821483196842,0.0014143440674635882,neither
NFKB1,ENSG00000109320,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 [Source:HGNC Symbol;Acc:HGNC:7794],-0.017505909728067263,-0.006845790924774308,neither
ADGRF5,ENSG00000069122,adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030],-0.007584563176960456,0.0035615430885554173,neither
ERG,ENSG00000157554,v-ets avian erythroblastosis virus E26 oncogene homolog [Source:HGNC Symbol;Acc:HGNC:3446],0.014803827934073617,-0.001061086128124649,neither
UACA,ENSG00000137831,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947],0.008983175235752523,0.01237903833609778,neither
TPK1,ENSG00000196511,thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358],-0.011104174868519568,-0.011789999399385385,neither
MYOM2,ENSG00000036448,myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614],-0.01238876376725956,0.00991336346977531,neither
RP11-380G5.3,ENSG00000213613,NA,-0.015015151951045424,0.00644346907721279,neither
DSC1,ENSG00000134765,desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035],0.013122579270840968,-0.011149634763715463,neither
NAA11,ENSG00000156269,"N(alpha)-acetyltransferase 11, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:28125]",-0.015696683512277865,-0.008387187506428945,neither
LMNTD2,ENSG00000185522,lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561],-0.0156901443269496,-5.585378673504198e-4,neither
SLC3A2,ENSG00000168003,"solute carrier family 3 (amino acid transporter heavy chain), member 2 [Source:HGNC Symbol;Acc:HGNC:11026]",0.004260471284496241,-0.004452989118509327,neither
RP13-20L14.10,ENSG00000279744,NA,-0.012186265388724473,0.010727938563150219,neither
FAM214B,ENSG00000005238,family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666],0.012648062212941113,-0.01542897912300294,neither
CDC42BPG,ENSG00000171219,CDC42 binding protein kinase gamma (DMPK-like) [Source:HGNC Symbol;Acc:HGNC:29829],-0.01738726808013659,8.62647738294811e-4,neither
CAPG,ENSG00000042493,"capping protein (actin filament), gelsolin-like [Source:HGNC Symbol;Acc:HGNC:1474]",0.003915977902069515,0.004770243048516835,neither
DCUN1D3,ENSG00000188215,"DCN1, defective in cullin neddylation 1, domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28734]",0.01585656573929399,-0.012919257712192694,neither
TMEM108-AS1,ENSG00000251011,TMEM108 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50307],0.006944243056847991,-0.01882979595661354,neither
PLCB1,ENSG00000182621,phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917],0.0029826006499411536,0.016212033146405784,neither
C1RL,ENSG00000139178,"complement component 1, r subcomponent-like [Source:HGNC Symbol;Acc:HGNC:21265]",-0.008608477478039075,0.006807549943470408,neither
SP8,ENSG00000164651,Sp8 transcription factor [Source:HGNC Symbol;Acc:HGNC:19196],0.016204977856337184,0.00998207718427303,neither
MICAL1,ENSG00000135596,"microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]",-0.017725901474819686,0.0024659940062903714,neither
ALS2CR11,ENSG00000155754,amyotrophic lateral sclerosis 2 chromosome region candidate 11 [Source:HGNC Symbol;Acc:HGNC:14438],-0.014368821951727544,0.011946392732806883,neither
SLC2A4RG,ENSG00000125520,SLC2A4 regulator [Source:HGNC Symbol;Acc:HGNC:15930],0.01133224114010507,0.010990112385793553,neither
C5orf58,ENSG00000234511,chromosome 5 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:37272],0.0014228334979306805,-0.017678018537677257,neither
AC005785.2,ENSG00000268189,NA,0.00922739588086063,0.0010189461178994634,neither
ITGB7,ENSG00000139626,integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162],0.011628249553181222,-0.013872126698919926,neither
SLC7A1,ENSG00000139514,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:HGNC Symbol;Acc:HGNC:11057]",0.010407924456860767,-0.0031874992201913798,neither
HMSD,ENSG00000221887,histocompatibility (minor) serpin domain containing [Source:HGNC Symbol;Acc:HGNC:23037],-0.013755567462400154,0.008324828897512009,neither
SCNN1A,ENSG00000111319,"sodium channel, non voltage gated 1 alpha subunit [Source:HGNC Symbol;Acc:HGNC:10599]",0.011106342180245792,0.00466684382820983,neither
KRT8,ENSG00000170421,"keratin 8, type II [Source:HGNC Symbol;Acc:HGNC:6446]",0.012429614781485751,-0.008945672051647114,neither
MYRIP,ENSG00000170011,myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156],0.013849016511262757,-0.0044925058557344745,neither
CD274,ENSG00000120217,CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635],0.0028937599335177753,-0.0185182523862245,neither
CNGA3,ENSG00000144191,cyclic nucleotide gated channel alpha 3 [Source:HGNC Symbol;Acc:HGNC:2150],0.014609183835562617,-0.0072543286329167355,neither
PIK3R5,ENSG00000141506,phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035],0.008201789677439664,-0.018432164717520898,neither
AC004980.7,ENSG00000205485,NA,-0.009964106337641193,-0.0184258038218624,neither
RP11-92K2.2,ENSG00000231767,NA,0.008952877427030093,0.004549101047337557,neither
KRT12,ENSG00000187242,"keratin 12, type I [Source:HGNC Symbol;Acc:HGNC:6414]",0.00536563331851029,-0.019906229792401472,neither
TMEM65,ENSG00000164983,transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203],0.017578888230393063,0.007797244194546419,neither
ABCA7,ENSG00000064687,ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37],-0.007498164070229707,0.002637363215633683,neither
HBE1,ENSG00000213931,hemoglobin subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:4830],-0.017748373221454956,0.003307543152950595,neither
ACAN,ENSG00000157766,aggrecan [Source:HGNC Symbol;Acc:HGNC:319],0.008778471231323621,4.2723127492611326e-4,neither
RP11-497E19.1,ENSG00000205562,NA,0.01047621163392493,-0.018560010741741493,neither
SCN3A,ENSG00000153253,"sodium channel, voltage gated, type III alpha subunit [Source:HGNC Symbol;Acc:HGNC:10590]",-0.011033323203696608,0.012302870554838528,neither
RP4-548D19.3,ENSG00000272661,NA,0.016807258795178248,0.003963756287925804,neither
EFCAB13,ENSG00000178852,EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864],-0.010413917219562486,-0.017800080348001242,neither
RP5-1185I7.1,ENSG00000232756,NA,0.0025513484405505094,-0.01861696828171976,neither
HSPD1P11,ENSG00000251348,heat shock protein family D (Hsp60) member 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35142],-0.009440213391339387,0.008945486271328556,neither
ABHD3,ENSG00000158201,abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18718],-0.007082733973056678,-0.015187605859300268,neither
DTX4,ENSG00000110042,"deltex 4, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:29151]",-9.093809716448133e-4,0.01597123249411006,neither
RP11-495P10.5,ENSG00000238107,NA,0.009804183183869926,-0.01578117825193494,neither
ZNF883,ENSG00000228623,zinc finger protein 883 [Source:HGNC Symbol;Acc:HGNC:27271],-0.0018910078747965931,0.013129857558374498,neither
LA16c-390E6.5,ENSG00000261641,NA,-0.013889082061172849,0.004865320062334461,neither
SOX2,ENSG00000181449,SRY-box 2 [Source:HGNC Symbol;Acc:HGNC:11195],0.016767611386526365,0.005920087574728403,neither
NAGLU,ENSG00000108784,"N-acetylglucosaminidase, alpha [Source:HGNC Symbol;Acc:HGNC:7632]",-0.017304814048797777,0.0054321723391555984,neither
GLDCP1,ENSG00000248590,glycine dehydrogenase (decarboxylase) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4314],-0.009694726283694166,-0.018645558977376867,neither
DAG1,ENSG00000173402,dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666],0.010076279844495481,0.012824132445172361,neither
WDR72,ENSG00000166415,WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790],0.013451353017614564,-4.7086760779582694e-4,neither
ATP1B3,ENSG00000069849,"ATPase, Na+/K+ transporting, beta 3 polypeptide [Source:HGNC Symbol;Acc:HGNC:806]",0.008696201743322312,-0.01954820381860184,neither
RCVRN,ENSG00000109047,recoverin [Source:HGNC Symbol;Acc:HGNC:9937],0.00944420236145865,0.009673928221533432,neither
ETV6,ENSG00000139083,ets variant 6 [Source:HGNC Symbol;Acc:HGNC:3495],-0.008504274310690289,-0.01809295964675726,neither
CELF4,ENSG00000101489,"CUGBP, Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]",0.0033133695939130945,-0.013928420925097431,neither
MAP2K3,ENSG00000034152,mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843],0.011754650679319857,-0.01634657299558282,neither
TRABD2A,ENSG00000186854,TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013],0.014589657572291278,-0.006161928178025658,neither
ECE2,ENSG00000145194,endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275],0.013926510564489632,-0.012885881644039764,neither
SCLT1,ENSG00000151466,sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406],-0.012297164650217154,0.012328303896113552,neither
FTH1P23,ENSG00000242960,"ferritin, heavy polypeptide 1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:37641]",0.0160747639572288,0.008066386329308537,neither
RP11-184D12.1,ENSG00000259639,NA,0.017273475640934295,0.0038404598540300377,neither
RP11-696N14.1,ENSG00000246090,NA,0.008480936008462966,0.014697529269889945,neither
MIS18BP1,ENSG00000129534,MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190],5.408859005507073e-4,-0.002248618432749,neither
TPST1,ENSG00000169902,tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:12020],0.014606005008968385,0.0059985470043006665,neither
DBH,ENSG00000123454,dopamine beta-hydroxylase (dopamine beta-monooxygenase) [Source:HGNC Symbol;Acc:HGNC:2689],0.0059936999503457065,0.00760891856185368,neither
AC012501.2,ENSG00000227400,NA,0.011976313431730206,-0.013372043450527863,neither
CD3EAP,ENSG00000117877,"CD3e molecule, epsilon associated protein [Source:HGNC Symbol;Acc:HGNC:24219]",0.005902266172016087,-0.004167125058501738,neither
PER1,ENSG00000179094,period circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:8845],-0.01445724338740615,-0.011190807255027347,neither
MRPL17,ENSG00000158042,mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053],0.010406654350862934,-0.014362091677415508,neither
ZNF488,ENSG00000265763,zinc finger protein 488 [Source:HGNC Symbol;Acc:HGNC:23535],0.010149087926116197,-0.006545479433311726,neither
ESRRG,ENSG00000196482,estrogen-related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474],-0.016876853067260975,0.009074769111365589,neither
AC016831.7,ENSG00000233559,NA,0.005904100477191807,-0.01648972633163764,neither
RAB7A,ENSG00000075785,"RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]",-0.015199280705039116,-0.010087984836826047,neither
ZDHHC14,ENSG00000175048,"zinc finger, DHHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20341]",0.0054086980369200295,-0.007750009894667111,neither
PBX3,ENSG00000167081,pre-B-cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634],0.012655142639261395,-0.010088651226437732,neither
RP11-180M15.7,ENSG00000275560,NA,0.008184029974208988,0.009005109104441075,neither
ACSS2,ENSG00000131069,acyl-CoA synthetase short-chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814],0.0018344574039554679,-0.019827446962253203,neither
HOXA2,ENSG00000105996,homeobox A2 [Source:HGNC Symbol;Acc:HGNC:5103],-0.012782552210736903,0.005846167323057616,neither
CNTN5,ENSG00000149972,contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175],0.01208332074823054,0.0030048724266457825,neither
GABRA2,ENSG00000151834,"gamma-aminobutyric acid (GABA) A receptor, alpha 2 [Source:HGNC Symbol;Acc:HGNC:4076]",0.006949891553436285,-0.01720348721064009,neither
RP3-449M8.9,ENSG00000270000,NA,0.007125340102935354,-0.018959302338010242,neither
HTT,ENSG00000197386,huntingtin [Source:HGNC Symbol;Acc:HGNC:4851],-0.012462235507260831,0.008708119725016108,neither
RP11-588H23.3,ENSG00000258168,NA,0.010987113586292006,0.016980210178008902,neither
MERTK,ENSG00000153208,"MER proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7027]",-0.011146277370243388,-0.009179950764715847,neither
HOTAIR,ENSG00000228630,HOX transcript antisense RNA [Source:HGNC Symbol;Acc:HGNC:33510],0.012550712735097563,0.011534263292167765,neither
CMTM5,ENSG00000166091,CKLF-like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176],-0.007744994094022836,0.01592323291447769,neither
APOL2,ENSG00000128335,apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619],0.01680992546105091,0.00422999740682812,neither
ARNTL,ENSG00000133794,aryl hydrocarbon receptor nuclear translocator like [Source:HGNC Symbol;Acc:HGNC:701],0.017362992277871723,-0.0075895678401335384,neither
CTC-353G13.1,ENSG00000253660,NA,0.016585251810443454,-0.0068200424753137815,neither
ATP6V1C2,ENSG00000143882,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2 [Source:HGNC Symbol;Acc:HGNC:18264]",7.982660759777058e-5,-0.015228865357087907,neither
XXbac-BPG252P9.9,ENSG00000272540,NA,0.013347524276802242,0.00709922150964006,neither
TMEM243,ENSG00000135185,transmembrane protein 243 [Source:HGNC Symbol;Acc:HGNC:21707],0.01734045443461701,-0.007368914332826712,neither
TNRC6B,ENSG00000100354,trinucleotide repeat containing 6B [Source:HGNC Symbol;Acc:HGNC:29190],-0.016386643653713975,2.236087708132555e-4,neither
CCND3,ENSG00000112576,cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585],0.015516721044689735,-0.014246695733288042,neither
MPP7,ENSG00000150054,"membrane protein, palmitoylated 7 [Source:HGNC Symbol;Acc:HGNC:26542]",0.016350658292327788,-0.006670779758095604,neither
HSD17B8,ENSG00000204228,hydroxysteroid (17-beta) dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:3554],-0.014597096717201701,0.0068827373556067314,neither
HPN,ENSG00000105707,hepsin [Source:HGNC Symbol;Acc:HGNC:5155],-0.01532946413590359,0.006035378647578655,neither
IFT81,ENSG00000122970,intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313],-0.015364017887804051,0.010735713536422803,neither
XAGE3,ENSG00000171402,X antigen family member 3 [Source:HGNC Symbol;Acc:HGNC:14618],0.01709117195782167,0.005667666716468654,neither
POLR1B,ENSG00000125630,polymerase (RNA) I polypeptide B [Source:HGNC Symbol;Acc:HGNC:20454],-0.010814443892465055,-0.011762469085742185,neither
GLIS3,ENSG00000107249,GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:28510],0.015172269683993062,0.0020704251175926013,neither
IFI35,ENSG00000068079,interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399],-0.00053022016081144725,-0.013038001680174504,neither
CLDN6,ENSG00000184697,claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048],0.013299007092744885,-0.013933354342319702,neither
CACNA1E,ENSG00000198216,"calcium channel, voltage-dependent, R type, alpha 1E subunit [Source:HGNC Symbol;Acc:HGNC:1392]",-0.005443038719530358,-0.018534826385228617,neither
KIAA1671,ENSG00000197077,KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345],0.003413789217059853,-0.017664053536112553,neither
MEI1,ENSG00000167077,meiotic double-stranded break formation protein 1 [Source:HGNC Symbol;Acc:HGNC:28613],0.011171374694245747,-0.014810499051225088,neither
WNT4,ENSG00000162552,wingless-type MMTV integration site family member 4 [Source:HGNC Symbol;Acc:HGNC:12783],0.002451257102476888,0.01121848092831131,neither
CDH24,ENSG00000139880,"cadherin 24, type 2 [Source:HGNC Symbol;Acc:HGNC:14265]",0.00787145125973494,-0.002237726022968356,neither
PAG1,ENSG00000076641,phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043],0.0023166369015531806,0.0091879052110496,neither
POLD1,ENSG00000062822,"polymerase (DNA directed), delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]",-5.719563199691326e-4,-7.479922824750686e-4,neither
SESN1,ENSG00000080546,sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595],-0.01777273678711563,0.008403895609994633,neither
SYTL4,ENSG00000102362,synaptotagmin like 4 [Source:HGNC Symbol;Acc:HGNC:15588],0.008108502127701587,-0.020199124140018208,neither
MEIS3,ENSG00000105419,Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537],0.014633743708552343,0.006698143474758788,neither
MXD3,ENSG00000213347,MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008],0.001098445085419306,0.009684035215412468,neither
SPOCK2,ENSG00000107742,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2 [Source:HGNC Symbol;Acc:HGNC:13564]",0.008142337383635588,0.016529997699319808,neither
KIAA0513,ENSG00000135709,KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058],9.146073285464739e-4,-0.002593367793631506,neither
TRAK1,ENSG00000182606,"trafficking protein, kinesin binding 1 [Source:HGNC Symbol;Acc:HGNC:29947]",-0.016341480127413884,0.012261860989391324,neither
HHAT,ENSG00000054392,hedgehog acyltransferase [Source:HGNC Symbol;Acc:HGNC:18270],0.0026509231161532115,0.011649476285674736,neither
PLEKHM3,ENSG00000178385,pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006],-0.013520267885446824,0.0036622986959417964,neither
KIR2DL1,ENSG00000125498,"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1 [Source:HGNC Symbol;Acc:HGNC:6329]",0.007950577379067502,-0.01846037315015992,neither
NCOA3,ENSG00000124151,nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670],0.01446683520500886,-0.009071951323529087,neither
HSPA12A,ENSG00000165868,heat shock protein family A (Hsp70) member 12A [Source:HGNC Symbol;Acc:HGNC:19022],-0.012193309350157921,0.004375920605610753,neither
MAFG-AS1,ENSG00000265688,MAFG antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:43649],0.014579081187454499,-0.006086017818399273,neither
RP11-3L21.2,ENSG00000229400,NA,0.003458897848141649,0.012203158541928511,neither
RAB3D,ENSG00000105514,"RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]",0.012646191154043373,0.012865051278755058,neither
RP11-274B21.4,ENSG00000230715,NA,-0.014782280393223667,0.010721172342140118,neither
LINC01249,ENSG00000231532,long intergenic non-protein coding RNA 1249 [Source:HGNC Symbol;Acc:HGNC:49843],-0.01691760089187408,0.004339522207838895,neither
CNNM4,ENSG00000158158,cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105],0.011868834639859634,-0.01378534722295694,neither
TLN1,ENSG00000137076,talin 1 [Source:HGNC Symbol;Acc:HGNC:11845],0.01738017490673021,0.009619095140485152,neither
NFIB,ENSG00000147862,nuclear factor I/B [Source:HGNC Symbol;Acc:HGNC:7785],-0.010988428999535742,-0.011365471000906338,neither
NOX5,ENSG00000255346,"NADPH oxidase, EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:14874]",0.0012400510154014482,0.0027336964204965693,neither
NME1,ENSG00000239672,NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849],0.005857432760935179,-0.012765041679253328,neither
RP11-485F13.1,ENSG00000281566,NA,-0.013868106698316495,0.006555018342027241,neither
PARP2,ENSG00000129484,poly(ADP-ribose) polymerase 2 [Source:HGNC Symbol;Acc:HGNC:272],0.012428432738571683,0.001502602116060776,neither
TFAP4,ENSG00000090447,transcription factor AP-4 (activating enhancer binding protein 4) [Source:HGNC Symbol;Acc:HGNC:11745],-0.015533668098925384,0.0017907890388742672,neither
SYT9,ENSG00000170743,synaptotagmin 9 [Source:HGNC Symbol;Acc:HGNC:19265],0.013828015044651473,0.01234824592254579,neither
ACKR1,ENSG00000213088,atypical chemokine receptor 1 (Duffy blood group) [Source:HGNC Symbol;Acc:HGNC:4035],0.014226913445463328,0.005364927695429922,neither
NRBP1,ENSG00000115216,nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993],0.018194817056692132,-0.009239666317434206,neither
BLOC1S4,ENSG00000186222,"biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino [Source:HGNC Symbol;Acc:HGNC:24206]",-0.01050626918119107,-0.009628293760857085,neither
ARHGAP9,ENSG00000123329,Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130],0.015495217761633739,-0.008392996964113464,neither
LRRC59,ENSG00000108829,leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817],0.016575649597283984,-0.007854372421713609,neither
ZNF280A,ENSG00000169548,zinc finger protein 280A [Source:HGNC Symbol;Acc:HGNC:18597],-0.015593446285638843,-0.008083932344550656,neither
LRIF1,ENSG00000121931,ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299],0.01648985209288805,-0.01096600243962253,neither
RP11-890B15.2,ENSG00000254842,NA,0.015438103182870769,-0.005859193647482504,neither
GZMB,ENSG00000100453,granzyme B [Source:HGNC Symbol;Acc:HGNC:4709],0.002727747525249995,-0.018123213233607344,neither
KCNS3,ENSG00000170745,"potassium voltage-gated channel, modifier subfamily S, member 3 [Source:HGNC Symbol;Acc:HGNC:6302]",0.018026373802821415,-8.555492911401785e-4,neither
LRRC37A3,ENSG00000176809,leucine-rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:HGNC:32427],0.009237729431937488,3.1087388345314455e-4,neither
DANCR,ENSG00000226950,differentiation antagonizing non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:28964],-0.009519062132473423,-3.3171616123484055e-4,neither
KIF17,ENSG00000117245,kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167],0.011330805482345305,-0.013063390736970888,neither
DTX3L,ENSG00000163840,"deltex 3 like, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:30323]",0.011694199996278545,-0.006509861965949387,neither
MTHFD1L,ENSG00000120254,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:HGNC Symbol;Acc:HGNC:21055],0.014252961404402499,0.007818712638356472,neither
RNF215,ENSG00000099999,ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434],0.012938144285344847,-0.01495649809338989,neither
TCP11L2,ENSG00000166046,"t-complex 11, testis-specific-like 2 [Source:HGNC Symbol;Acc:HGNC:28627]",-0.0035739618119642303,0.006942125290278956,neither
NTS,ENSG00000133636,neurotensin [Source:HGNC Symbol;Acc:HGNC:8038],0.004764124424563262,-0.014814923799993865,neither
RP11-274B21.14,ENSG00000242588,NA,-0.011018491272304575,0.006021919076515765,neither
PRND,ENSG00000171864,prion protein 2 (dublet) [Source:HGNC Symbol;Acc:HGNC:15748],0.0137246774532808,0.015892634603408028,neither
PDE8B,ENSG00000113231,phosphodiesterase 8B [Source:HGNC Symbol;Acc:HGNC:8794],0.012911662772263677,-0.0035556454185816785,neither
LCE1E,ENSG00000186226,late cornified envelope 1E [Source:HGNC Symbol;Acc:HGNC:29466],0.0014151756824172762,-0.019914311873888018,neither
HOXD9,ENSG00000128709,homeobox D9 [Source:HGNC Symbol;Acc:HGNC:5140],-0.015103672433272092,0.010962314493516586,neither
VNN1,ENSG00000112299,vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705],0.015969373877214043,-0.009904520176253621,neither
ZDHHC1,ENSG00000159714,"zinc finger, DHHC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17916]",0.01343693762651666,0.010131695883223992,neither
C9orf3,ENSG00000148120,chromosome 9 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:1361],0.016197869758579966,0.010268452327680309,neither
KCNAB2,ENSG00000069424,"potassium channel, voltage gated subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]",0.015476329244094894,-0.006333141436287482,neither
RP1-124C6.1,ENSG00000232316,NA,0.008554212040224865,0.012126696638762615,neither
NOXA1,ENSG00000188747,NADPH oxidase activator 1 [Source:HGNC Symbol;Acc:HGNC:10668],-0.016322351492491338,0.005683864038573254,neither
DHTKD1,ENSG00000181192,dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537],-0.009873041303913482,0.008109740686753375,neither
FRMD5,ENSG00000171877,FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214],-0.012358943350845758,3.537473648166538e-4,neither
CCDC86,ENSG00000110104,coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:HGNC:28359],0.01142759150528017,-0.013008207024820924,neither
RP11-85I17.2,ENSG00000279347,NA,-0.006734209410984151,-7.049752178680582e-4,neither
SEPT6,ENSG00000125354,septin 6 [Source:HGNC Symbol;Acc:HGNC:15848],-0.015294664247635911,-0.0056156987800920904,neither
POMK,ENSG00000185900,protein-O-mannose kinase [Source:HGNC Symbol;Acc:HGNC:26267],-0.00823900196587436,-0.008984622458223158,neither
HIBADH,ENSG00000106049,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907],-0.016157328655081037,0.012692628852924659,neither
ALPK3,ENSG00000136383,alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574],0.010014513690180917,0.010479233879082167,neither
CPZ,ENSG00000109625,carboxypeptidase Z [Source:HGNC Symbol;Acc:HGNC:2333],0.008086791065267433,0.011095352244360802,neither
SCN7A,ENSG00000136546,"sodium channel, voltage gated, type VII alpha subunit [Source:HGNC Symbol;Acc:HGNC:10594]",0.005570667681262994,-0.01763467481081514,neither
TPRG1,ENSG00000188001,tumor protein p63 regulated 1 [Source:HGNC Symbol;Acc:HGNC:24759],0.013939222693894924,0.008432857382264604,neither
PIK3CD-AS2,ENSG00000231789,PIK3CD antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51334],-0.012609056133555861,0.011961641968334288,neither
ADAMTS18,ENSG00000140873,ADAM metallopeptidase with thrombospondin type 1 motif 18 [Source:HGNC Symbol;Acc:HGNC:17110],0.009568756488467629,-0.0163567358914905,neither
B3GALT4,ENSG00000235863,"Beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]",-0.008432921511676798,0.007581233162334754,neither
BICD1,ENSG00000151746,bicaudal D homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:1049],0.008259480858153137,-0.01999231680468534,neither
NFAT5,ENSG00000102908,"nuclear factor of activated T-cells 5, tonicity-responsive [Source:HGNC Symbol;Acc:HGNC:7774]",-1.2904547752892734e-4,0.0040405666943774555,neither
